almacen,nom_oficio,ccosto,gestor,tipo_tienda,zona,logitud,latitud,mes,año,Total_activos,Fecha
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ABRIL,2025,1,4/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,AGOSTO,2025,1,8/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,DICIEMBRE,2025,1,12/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2025,1,1/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2026,1,1/2026
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,FEBRERO,2025,1,2/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JULIO,2025,1,7/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JUNIO,2025,1,6/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MARZO,2025,1,3/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MAYO,2025,1,5/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,NOVIEMBRE,2025,1,11/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,OCTUBRE,2025,1,10/2025
002 TIENDA KOAJ 2,ADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,SEPTIEMBRE,2025,1,9/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ABRIL,2025,1,4/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,AGOSTO,2025,1,8/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,DICIEMBRE,2025,1,12/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2025,2,1/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2026,1,1/2026
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,FEBRERO,2025,1,2/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JULIO,2025,1,7/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JUNIO,2025,1,6/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MARZO,2025,1,3/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MAYO,2025,1,5/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,NOVIEMBRE,2025,1,11/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,OCTUBRE,2025,1,10/2025
002 TIENDA KOAJ 2,CAJERO(A) 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,SEPTIEMBRE,2025,1,9/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ABRIL,2025,1,4/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,AGOSTO,2025,1,8/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,FEBRERO,2025,1,2/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JULIO,2025,1,7/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JUNIO,2025,1,6/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MARZO,2025,1,3/2025
002 TIENDA KOAJ 2,CAJERO(A) 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MAYO,2025,1,5/2025
002 TIENDA KOAJ 2,CAJERO(A) TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,DICIEMBRE,2025,3,12/2025
002 TIENDA KOAJ 2,CAJERO(A) TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2026,3,1/2026
002 TIENDA KOAJ 2,CAJERO(A) TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,NOVIEMBRE,2025,3,11/2025
002 TIENDA KOAJ 2,CAJERO(A) TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,OCTUBRE,2025,4,10/2025
002 TIENDA KOAJ 2,CAJERO(A) TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,SEPTIEMBRE,2025,1,9/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ABRIL,2025,1,4/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,AGOSTO,2025,1,8/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,DICIEMBRE,2025,1,12/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2025,1,1/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2026,1,1/2026
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,FEBRERO,2025,1,2/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JULIO,2025,1,7/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JUNIO,2025,1,6/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MARZO,2025,1,3/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MAYO,2025,1,5/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,NOVIEMBRE,2025,1,11/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,OCTUBRE,2025,1,10/2025
002 TIENDA KOAJ 2,COADMINISTRADOR(A) DE TIENDA,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,SEPTIEMBRE,2025,1,9/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ABRIL,2025,6,4/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,AGOSTO,2025,6,8/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,DICIEMBRE,2025,3,12/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2025,7,1/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2026,3,1/2026
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,FEBRERO,2025,6,2/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JULIO,2025,6,7/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JUNIO,2025,6,6/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MARZO,2025,5,3/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MAYO,2025,6,5/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,NOVIEMBRE,2025,4,11/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,OCTUBRE,2025,5,10/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 36 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,SEPTIEMBRE,2025,6,9/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ABRIL,2025,3,4/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,AGOSTO,2025,3,8/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2025,2,1/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,FEBRERO,2025,3,2/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JULIO,2025,3,7/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,JUNIO,2025,3,6/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MARZO,2025,3,3/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL 48 H,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,MAYO,2025,3,5/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,DICIEMBRE,2025,11,12/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,ENERO,2026,3,1/2026
002 TIENDA KOAJ 2,STAFF COMERCIAL TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,NOVIEMBRE,2025,9,11/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,OCTUBRE,2025,3,10/2025
002 TIENDA KOAJ 2,STAFF COMERCIAL TC,42021.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1139475630901,4.6344897330793,SEPTIEMBRE,2025,3,9/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ABRIL,2025,1,4/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,DICIEMBRE,2025,1,12/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2026,1,1/2026
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JULIO,2025,1,7/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JUNIO,2025,1,6/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MARZO,2025,1,3/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MAYO,2025,1,5/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,NOVIEMBRE,2025,1,11/2025
003 TIENDA KOAJ 4,ADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,OCTUBRE,2025,1,10/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ABRIL,2025,1,4/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,AGOSTO,2025,1,8/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2025,1,1/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,FEBRERO,2025,1,2/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JULIO,2025,1,7/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JUNIO,2025,1,6/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MARZO,2025,1,3/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MAYO,2025,1,5/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,OCTUBRE,2025,1,10/2025
003 TIENDA KOAJ 4,CAJERO(A) 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,SEPTIEMBRE,2025,1,9/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ABRIL,2025,1,4/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,AGOSTO,2025,1,8/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2025,1,1/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,FEBRERO,2025,1,2/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JULIO,2025,1,7/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JUNIO,2025,1,6/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MARZO,2025,1,3/2025
003 TIENDA KOAJ 4,CAJERO(A) 48 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MAYO,2025,1,5/2025
003 TIENDA KOAJ 4,CAJERO(A) TC,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,DICIEMBRE,2025,4,12/2025
003 TIENDA KOAJ 4,CAJERO(A) TC,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2026,4,1/2026
003 TIENDA KOAJ 4,CAJERO(A) TC,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,NOVIEMBRE,2025,3,11/2025
003 TIENDA KOAJ 4,CAJERO(A) TC,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,OCTUBRE,2025,3,10/2025
003 TIENDA KOAJ 4,CAJERO(A) TC,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,SEPTIEMBRE,2025,1,9/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ABRIL,2025,1,4/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,AGOSTO,2025,1,8/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,DICIEMBRE,2025,1,12/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2025,1,1/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2026,1,1/2026
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,FEBRERO,2025,1,2/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JULIO,2025,1,7/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JUNIO,2025,1,6/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MARZO,2025,1,3/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MAYO,2025,1,5/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,NOVIEMBRE,2025,1,11/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,OCTUBRE,2025,1,10/2025
003 TIENDA KOAJ 4,COADMINISTRADOR(A) DE TIENDA,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,SEPTIEMBRE,2025,1,9/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ABRIL,2025,5,4/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,AGOSTO,2025,6,8/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,DICIEMBRE,2025,4,12/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2025,6,1/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,ENERO,2026,4,1/2026
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,FEBRERO,2025,6,2/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JULIO,2025,6,7/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,JUNIO,2025,6,6/2025
003 TIENDA KOAJ 4,STAFF COMERCIAL 36 H,42022.0,JORGE TRUJILLO PROMO,Estándar,TIENDA PROMOCIONAL,-74.1158711342548,4.62922534747273,MARZO,2025,6,3/2025
